Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-09 1:05:49 PM,,,,,39,12,65,GPS,2019-12-09 13:05:49+00:00
Ruksana’s iPhone,2019-12-09 1:10:40 PM,,,,,39,12,65,GPS,2019-12-09 13:10:40+00:00
Ruksana’s iPhone,2019-12-09 4:53:27 PM,,,,,22,7,65,GPS,2019-12-09 16:53:27+00:00
Ruksana’s iPhone,2019-12-09 4:55:08 PM,,,0,0,26,8,16,GPS,2019-12-09 16:55:08+00:00
Ruksana’s iPhone,2019-12-09 4:57:24 PM,,,0,0,19,6,8,GPS,2019-12-09 16:57:24+00:00
Ruksana’s iPhone,2019-12-09 4:58:16 PM,,,1,2,19,6,6,GPS,2019-12-09 16:58:16+00:00
Ruksana’s iPhone,2019-12-09 5:00:25 PM,,,,,3,1,65,GPS,2019-12-09 17:00:25+00:00
Ruksana’s iPhone,2019-12-09 5:03:39 PM,,,,,9,3,48,GPS,2019-12-09 17:03:39+00:00
Ruksana’s iPhone,2019-12-09 5:05:51 PM,,,2,3,19,6,4,GPS,2019-12-09 17:05:51+00:00
Ruksana’s iPhone,2019-12-09 5:08:05 PM,,,0,0,22,7,6,GPS,2019-12-09 17:08:05+00:00
Ruksana’s iPhone,2019-12-09 5:12:37 PM,,,1,2,22,7,16,GPS,2019-12-09 17:12:37+00:00
Ruksana’s iPhone,2019-12-09 5:13:55 PM,,,7,11,19,6,6,GPS,2019-12-09 17:13:55+00:00
Ruksana’s iPhone,2019-12-09 5:15:11 PM,,,0,0,22,7,8,GPS,2019-12-09 17:15:11+00:00
Ruksana’s iPhone,2019-12-09 5:16:30 PM,,,12,19,22,7,8,GPS,2019-12-09 17:16:30+00:00
Ruksana’s iPhone,2019-12-09 5:17:49 PM,,,4,6,22,7,16,GPS,2019-12-09 17:17:49+00:00
Ruksana’s iPhone,2019-12-09 5:19:06 PM,,,8,13,29,9,16,GPS,2019-12-09 17:19:06+00:00
Ruksana’s iPhone,2019-12-09 5:20:43 PM,,,4,6,29,9,16,GPS,2019-12-09 17:20:43+00:00
Ruksana’s iPhone,2019-12-09 5:21:42 PM,,,1,2,29,9,16,GPS,2019-12-09 17:21:42+00:00
Ruksana’s iPhone,2019-12-09 5:24:09 PM,,,0,0,29,9,16,GPS,2019-12-09 17:24:09+00:00
Ruksana’s iPhone,2019-12-09 5:25:45 PM,,,1,2,29,9,6,GPS,2019-12-09 17:25:45+00:00
Ruksana’s iPhone,2019-12-09 5:27:19 PM,,,1,2,26,8,8,GPS,2019-12-09 17:27:19+00:00
Ruksana’s iPhone,2019-12-09 5:28:49 PM,,,0,0,26,8,12,GPS,2019-12-09 17:28:49+00:00
Ruksana’s iPhone,2019-12-09 5:37:40 PM,,,,,22,7,65,GPS,2019-12-09 17:37:40+00:00
Ruksana’s iPhone,2019-12-09 5:39:08 PM,,,0,0,22,7,16,GPS,2019-12-09 17:39:08+00:00
Ruksana’s iPhone,2019-12-09 5:40:28 PM,,,18,29,16,5,16,GPS,2019-12-09 17:40:28+00:00
Ruksana’s iPhone,2019-12-09 5:42:17 PM,,,8,13,13,4,8,GPS,2019-12-09 17:42:17+00:00
Ruksana’s iPhone,2019-12-09 5:43:34 PM,,,6,10,13,4,16,GPS,2019-12-09 17:43:34+00:00
Ruksana’s iPhone,2019-12-09 5:45:07 PM,,,11,18,13,4,16,GPS,2019-12-09 17:45:07+00:00
Ruksana’s iPhone,2019-12-09 5:46:36 PM,,,16,26,13,4,16,GPS,2019-12-09 17:46:36+00:00
Ruksana’s iPhone,2019-12-09 5:47:53 PM,,,9,14,16,5,12,GPS,2019-12-09 17:47:53+00:00
Ruksana’s iPhone,2019-12-09 5:49:12 PM,,,0,0,16,5,16,GPS,2019-12-09 17:49:12+00:00
Ruksana’s iPhone,2019-12-09 5:49:53 PM,,,9,14,16,5,16,GPS,2019-12-09 17:49:53+00:00
Ruksana’s iPhone,2019-12-09 5:52:15 PM,,,1,2,16,5,8,GPS,2019-12-09 17:52:15+00:00
Ruksana’s iPhone,2019-12-09 5:54:21 PM,,,0,0,19,6,8,GPS,2019-12-09 17:54:21+00:00
Ruksana’s iPhone,2019-12-09 5:56:30 PM,,,3,5,-45,-14,32,GPS,2019-12-09 17:56:30+00:00
Ruksana’s iPhone,2019-12-09 5:58:18 PM,,,,,6,2,32,GPS,2019-12-09 17:58:18+00:00
Ruksana’s iPhone,2019-12-09 6:01:34 PM,,,,,-13,-4,65,GPS,2019-12-09 18:01:34+00:00
Ruksana’s iPhone,2019-12-09 6:03:34 PM,,,0,0,19,6,16,GPS,2019-12-09 18:03:34+00:00
Ruksana’s iPhone,2019-12-09 6:10:34 PM,,,,,9,3,65,GPS,2019-12-09 18:10:34+00:00
Ruksana’s iPhone,2019-12-09 6:12:04 PM,,,1,2,16,5,48,GPS,2019-12-09 18:12:04+00:00
Ruksana’s iPhone,2019-12-09 6:13:21 PM,,,0,0,19,6,32,GPS,2019-12-09 18:13:21+00:00
Ruksana’s iPhone,2019-12-09 6:13:38 PM,,,2,3,19,6,32,GPS,2019-12-09 18:13:38+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-10 10:24:17 AM,,,,,16,5,65,GPS,2019-12-10 10:24:17+00:00
Ruksana’s iPhone,2019-12-10 10:26:26 AM,,,1,2,16,5,8,GPS,2019-12-10 10:26:26+00:00
Ruksana’s iPhone,2019-12-10 10:27:59 AM,,,0,0,16,5,16,GPS,2019-12-10 10:27:59+00:00
Ruksana’s iPhone,2019-12-10 10:31:46 AM,,,0,0,16,5,32,GPS,2019-12-10 10:31:46+00:00
Ruksana’s iPhone,2019-12-10 10:39:01 AM,,,,,16,5,65,GPS,2019-12-10 10:39:01+00:00
Ruksana’s iPhone,2019-12-10 10:40:20 AM,,,22,35,13,4,16,GPS,2019-12-10 10:40:20+00:00
Ruksana’s iPhone,2019-12-10 10:42:02 AM,,,7,11,13,4,32,GPS,2019-12-10 10:42:02+00:00
Ruksana’s iPhone,2019-12-10 10:43:24 AM,,,3,5,16,5,32,GPS,2019-12-10 10:43:24+00:00
Ruksana’s iPhone,2019-12-10 10:44:40 AM,,,11,18,13,4,32,GPS,2019-12-10 10:44:40+00:00
Ruksana’s iPhone,2019-12-10 10:46:01 AM,,,4,6,9,3,32,GPS,2019-12-10 10:46:01+00:00
Ruksana’s iPhone,2019-12-10 10:47:21 AM,,,8,13,16,5,32,GPS,2019-12-10 10:47:21+00:00
Ruksana’s iPhone,2019-12-10 10:48:59 AM,,,0,0,22,7,32,GPS,2019-12-10 10:48:59+00:00
Ruksana’s iPhone,2019-12-10 10:49:18 AM,,,3,5,16,5,32,GPS,2019-12-10 10:49:18+00:00
Ruksana’s iPhone,2019-12-10 10:50:35 AM,,,0,0,19,6,32,GPS,2019-12-10 10:50:35+00:00
Ruksana’s iPhone,2019-12-10 10:51:57 AM,,,4,6,19,6,32,GPS,2019-12-10 10:51:57+00:00
Ruksana’s iPhone,2019-12-10 10:53:13 AM,,,6,10,22,7,32,GPS,2019-12-10 10:53:13+00:00
Ruksana’s iPhone,2019-12-10 10:54:32 AM,,,15,24,26,8,32,GPS,2019-12-10 10:54:32+00:00
Ruksana’s iPhone,2019-12-10 10:55:51 AM,,,20,32,32,10,16,GPS,2019-12-10 10:55:51+00:00
Ruksana’s iPhone,2019-12-10 10:57:08 AM,,,7,11,26,8,16,GPS,2019-12-10 10:57:08+00:00
Ruksana’s iPhone,2019-12-10 10:58:43 AM,,,15,24,22,7,32,GPS,2019-12-10 10:58:43+00:00
Ruksana’s iPhone,2019-12-10 11:00:29 AM,,,5,8,22,7,16,GPS,2019-12-10 11:00:29+00:00
Ruksana’s iPhone,2019-12-10 11:02:46 AM,,,1,2,26,8,16,GPS,2019-12-10 11:02:46+00:00
Ruksana’s iPhone,2019-12-10 11:04:02 AM,,,0,0,32,10,8,GPS,2019-12-10 11:04:02+00:00
Ruksana’s iPhone,2019-12-10 11:06:08 AM,,,2,3,36,11,8,GPS,2019-12-10 11:06:08+00:00
Ruksana’s iPhone,2019-12-10 11:08:15 AM,,,,,39,12,32,GPS,2019-12-10 11:08:15+00:00
Ruksana’s iPhone,2019-12-10 11:10:59 AM,,,0,0,39,12,32,GPS,2019-12-10 11:10:59+00:00
Ruksana’s iPhone,2019-12-10 11:13:41 AM,,,,,39,12,65,GPS,2019-12-10 11:13:41+00:00
Ruksana’s iPhone,2019-12-10 11:14:27 AM,,,0,0,104,32,32,GPS,2019-12-10 11:14:27+00:00
Ruksana’s iPhone,2019-12-10 12:22:10 PM,,,,,59,18,165,GPS,2019-12-10 12:22:10+00:00
Ruksana’s iPhone,2019-12-10 12:23:21 PM,,,0,0,42,13,16,GPS,2019-12-10 12:23:21+00:00
Ruksana’s iPhone,2019-12-10 12:25:34 PM,,,,,65,20,48,GPS,2019-12-10 12:25:34+00:00
Ruksana’s iPhone,2019-12-10 12:27:43 PM,,,1,2,268,82,32,GPS,2019-12-10 12:27:43+00:00
Ruksana’s iPhone,2019-12-10 12:29:57 PM,,,,,88,27,12,GPS,2019-12-10 12:29:57+00:00
Ruksana’s iPhone,2019-12-10 12:31:19 PM,,,0,0,42,13,32,GPS,2019-12-10 12:31:19+00:00
Ruksana’s iPhone,2019-12-10 12:32:45 PM,,,,,26,8,48,GPS,2019-12-10 12:32:45+00:00
Ruksana’s iPhone,2019-12-10 12:34:44 PM,,,,,52,16,65,GPS,2019-12-10 12:34:44+00:00
Ruksana’s iPhone,2019-12-10 12:34:57 PM,,,,,49,15,65,GPS,2019-12-10 12:34:57+00:00
Ruksana’s iPhone,2019-12-10 9:31:25 PM,,,,,29,9,65,GPS,2019-12-10 21:31:25+00:00
Ruksana’s iPhone,2019-12-10 9:33:34 PM,,,2,3,26,8,16,GPS,2019-12-10 21:33:34+00:00
Ruksana’s iPhone,2019-12-10 9:35:43 PM,,,1,2,22,7,32,GPS,2019-12-10 21:35:43+00:00
Ruksana’s iPhone,2019-12-10 9:37:07 PM,,,1,2,22,7,32,GPS,2019-12-10 21:37:07+00:00
Ruksana’s iPhone,2019-12-10 9:38:45 PM,,,7,11,19,6,32,GPS,2019-12-10 21:38:45+00:00
Ruksana’s iPhone,2019-12-10 9:40:04 PM,,,9,14,22,7,32,GPS,2019-12-10 21:40:04+00:00
Ruksana’s iPhone,2019-12-10 9:41:22 PM,,,1,2,22,7,16,GPS,2019-12-10 21:41:22+00:00
Ruksana’s iPhone,2019-12-10 9:42:38 PM,,,9,14,29,9,16,GPS,2019-12-10 21:42:38+00:00
Ruksana’s iPhone,2019-12-10 9:43:59 PM,,,12,19,26,8,24,GPS,2019-12-10 21:43:59+00:00
Ruksana’s iPhone,2019-12-10 9:45:17 PM,,,12,19,19,6,16,GPS,2019-12-10 21:45:17+00:00
Ruksana’s iPhone,2019-12-10 9:46:35 PM,,,6,10,9,3,16,GPS,2019-12-10 21:46:35+00:00
Ruksana’s iPhone,2019-12-10 9:47:56 PM,,,12,19,16,5,16,GPS,2019-12-10 21:47:56+00:00
Ruksana’s iPhone,2019-12-10 9:49:15 PM,,,17,27,16,5,8,GPS,2019-12-10 21:49:15+00:00
Ruksana’s iPhone,2019-12-10 9:50:35 PM,,,18,29,13,4,24,GPS,2019-12-10 21:50:35+00:00
Ruksana’s iPhone,2019-12-10 9:52:23 PM,,,0,0,16,5,16,GPS,2019-12-10 21:52:23+00:00
Ruksana’s iPhone,2019-12-10 9:54:29 PM,,,1,2,16,5,6,GPS,2019-12-10 21:54:29+00:00
Ruksana’s iPhone,2019-12-10 9:54:55 PM,,,1,2,16,5,8,GPS,2019-12-10 21:54:55+00:00
Ruksana’s iPhone,2019-12-10 9:57:04 PM,,,0,0,16,5,8,GPS,2019-12-10 21:57:04+00:00
Ruksana’s iPhone,2019-12-10 9:59:10 PM,,,0,0,19,6,8,GPS,2019-12-10 21:59:10+00:00
Ruksana’s iPhone,2019-12-10 10:01:19 PM,,,0,0,19,6,8,GPS,2019-12-10 22:01:19+00:00
Ruksana’s iPhone,2019-12-10 10:03:26 PM,,,2,3,19,6,8,GPS,2019-12-10 22:03:26+00:00
Ruksana’s iPhone,2019-12-10 10:05:01 PM,,,2,3,19,6,32,GPS,2019-12-10 22:05:01+00:00
Ruksana’s iPhone,2019-12-10 10:06:47 PM,,,0,0,16,5,32,GPS,2019-12-10 22:06:47+00:00
Ruksana’s iPhone,2019-12-10 10:11:20 PM,,,,,13,4,48,GPS,2019-12-10 22:11:20+00:00
Ruksana’s iPhone,2019-12-10 10:11:28 PM,,,0,0,13,4,32,GPS,2019-12-10 22:11:28+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-12 9:28:56 AM,,,2,3,19,6,6,GPS,2019-12-12 09:28:56+00:00
Ruksana’s iPhone,2019-12-12 9:31:02 AM,,,1,2,16,5,16,GPS,2019-12-12 09:31:02+00:00
Ruksana’s iPhone,2019-12-12 9:32:58 AM,,,0,0,16,5,16,GPS,2019-12-12 09:32:58+00:00
Ruksana’s iPhone,2019-12-12 9:43:28 AM,,,16,26,13,4,16,GPS,2019-12-12 09:43:28+00:00
Ruksana’s iPhone,2019-12-12 9:44:48 AM,,,18,29,16,5,16,GPS,2019-12-12 09:44:48+00:00
Ruksana’s iPhone,2019-12-12 9:46:05 AM,,,19,31,13,4,16,GPS,2019-12-12 09:46:05+00:00
Ruksana’s iPhone,2019-12-12 9:47:24 AM,,,4,6,16,5,16,GPS,2019-12-12 09:47:24+00:00
Ruksana’s iPhone,2019-12-12 9:48:47 AM,,,11,18,13,4,16,GPS,2019-12-12 09:48:47+00:00
Ruksana’s iPhone,2019-12-12 9:50:20 AM,,,7,11,13,4,32,GPS,2019-12-12 09:50:20+00:00
Ruksana’s iPhone,2019-12-12 9:51:25 AM,,,7,11,22,7,32,GPS,2019-12-12 09:51:25+00:00
Ruksana’s iPhone,2019-12-12 9:54:33 AM,,,5,8,22,7,16,GPS,2019-12-12 09:54:33+00:00
Ruksana’s iPhone,2019-12-12 9:55:52 AM,,,17,27,26,8,16,GPS,2019-12-12 09:55:52+00:00
Ruksana’s iPhone,2019-12-12 9:57:19 AM,,,1,2,19,6,32,GPS,2019-12-12 09:57:19+00:00
Ruksana’s iPhone,2019-12-12 9:58:38 AM,,,4,6,26,8,32,GPS,2019-12-12 09:58:38+00:00
Ruksana’s iPhone,2019-12-12 9:59:22 AM,,,,,-26,-8,32,GPS,2019-12-12 09:59:22+00:00
Ruksana’s iPhone,2019-12-12 10:01:09 AM,,,7,11,22,7,16,GPS,2019-12-12 10:01:09+00:00
Ruksana’s iPhone,2019-12-12 10:02:26 AM,,,6,10,19,6,16,GPS,2019-12-12 10:02:26+00:00
Ruksana’s iPhone,2019-12-12 10:03:46 AM,,,4,6,22,7,32,GPS,2019-12-12 10:03:46+00:00
Ruksana’s iPhone,2019-12-12 10:05:56 AM,,,1,2,29,9,32,GPS,2019-12-12 10:05:56+00:00
Ruksana’s iPhone,2019-12-12 10:08:06 AM,,,1,2,36,11,32,GPS,2019-12-12 10:08:06+00:00
Ruksana’s iPhone,2019-12-12 10:10:01 AM,,,,,49,15,65,GPS,2019-12-12 10:10:01+00:00
Ruksana’s iPhone,2019-12-12 10:11:29 AM,,,,,42,13,65,GPS,2019-12-12 10:11:29+00:00
Ruksana’s iPhone,2019-12-12 10:15:42 AM,,,,,39,12,65,GPS,2019-12-12 10:15:42+00:00
Ruksana’s iPhone,2019-12-12 4:25:10 PM,,,,,42,13,65,GPS,2019-12-12 16:25:10+00:00
Ruksana’s iPhone,2019-12-12 4:27:19 PM,,,1,2,26,8,6,GPS,2019-12-12 16:27:19+00:00
Ruksana’s iPhone,2019-12-12 4:28:50 PM,,,0,0,26,8,16,GPS,2019-12-12 16:28:50+00:00
Ruksana’s iPhone,2019-12-12 4:31:05 PM,,,0,0,22,7,16,GPS,2019-12-12 16:31:05+00:00
Ruksana’s iPhone,2019-12-12 4:32:47 PM,,,2,3,22,7,32,GPS,2019-12-12 16:32:47+00:00
Ruksana’s iPhone,2019-12-12 4:34:05 PM,,,5,8,22,7,32,GPS,2019-12-12 16:34:05+00:00
Ruksana’s iPhone,2019-12-12 4:35:21 PM,,,0,0,22,7,32,GPS,2019-12-12 16:35:21+00:00
Ruksana’s iPhone,2019-12-12 4:36:37 PM,,,0,0,22,7,32,GPS,2019-12-12 16:36:37+00:00
Ruksana’s iPhone,2019-12-12 4:38:05 PM,,,0,0,26,8,32,GPS,2019-12-12 16:38:05+00:00
Ruksana’s iPhone,2019-12-12 4:38:13 PM,,,5,8,26,8,32,GPS,2019-12-12 16:38:13+00:00
Ruksana’s iPhone,2019-12-12 4:39:07 PM,,,1,2,26,8,48,GPS,2019-12-12 16:39:07+00:00
Ruksana’s iPhone,2019-12-12 4:40:23 PM,,,2,3,29,9,16,GPS,2019-12-12 16:40:23+00:00
Ruksana’s iPhone,2019-12-12 4:41:42 PM,,,8,13,32,10,16,GPS,2019-12-12 16:41:42+00:00
Ruksana’s iPhone,2019-12-12 4:43:00 PM,,,0,0,32,10,16,GPS,2019-12-12 16:43:00+00:00
Ruksana’s iPhone,2019-12-12 4:44:01 PM,,,6,10,32,10,32,GPS,2019-12-12 16:44:01+00:00
Ruksana’s iPhone,2019-12-12 4:45:43 PM,,,6,10,29,9,32,GPS,2019-12-12 16:45:43+00:00
Ruksana’s iPhone,2019-12-12 4:47:16 PM,,,1,2,29,9,32,GPS,2019-12-12 16:47:16+00:00
Ruksana’s iPhone,2019-12-12 4:48:47 PM,,,0,0,26,8,16,GPS,2019-12-12 16:48:47+00:00
Ruksana’s iPhone,2019-12-12 4:49:00 PM,,,0,0,26,8,16,GPS,2019-12-12 16:49:00+00:00
Ruksana’s iPhone,2019-12-12 4:52:47 PM,,,,,26,8,65,GPS,2019-12-12 16:52:47+00:00
Ruksana’s iPhone,2019-12-12 4:55:03 PM,,,,,19,6,65,GPS,2019-12-12 16:55:03+00:00
Ruksana’s iPhone,2019-12-12 4:56:20 PM,,,0,0,26,8,16,GPS,2019-12-12 16:56:20+00:00
Ruksana’s iPhone,2019-12-12 4:57:51 PM,,,1,2,26,8,16,GPS,2019-12-12 16:57:51+00:00
Ruksana’s iPhone,2019-12-12 4:59:13 PM,,,2,3,22,7,32,GPS,2019-12-12 16:59:13+00:00
Ruksana’s iPhone,2019-12-12 5:00:24 PM,,,4,6,22,7,32,GPS,2019-12-12 17:00:24+00:00
Ruksana’s iPhone,2019-12-12 5:01:40 PM,,,5,8,22,7,16,GPS,2019-12-12 17:01:40+00:00
Ruksana’s iPhone,2019-12-12 5:02:59 PM,,,6,10,9,3,16,GPS,2019-12-12 17:02:59+00:00
Ruksana’s iPhone,2019-12-12 5:04:24 PM,,,1,2,9,3,16,GPS,2019-12-12 17:04:24+00:00
Ruksana’s iPhone,2019-12-12 5:06:25 PM,,,8,13,13,4,16,GPS,2019-12-12 17:06:25+00:00
Ruksana’s iPhone,2019-12-12 5:07:43 PM,,,6,10,13,4,16,GPS,2019-12-12 17:07:43+00:00
Ruksana’s iPhone,2019-12-12 5:09:04 PM,,,0,0,13,4,32,GPS,2019-12-12 17:09:04+00:00
Ruksana’s iPhone,2019-12-12 5:10:23 PM,,,13,21,16,5,32,GPS,2019-12-12 17:10:23+00:00
Ruksana’s iPhone,2019-12-12 5:11:41 PM,,,2,3,13,4,16,GPS,2019-12-12 17:11:41+00:00
Ruksana’s iPhone,2019-12-12 5:11:45 PM,,,0,0,13,4,16,GPS,2019-12-12 17:11:45+00:00
Ruksana’s iPhone,2019-12-12 5:16:21 PM,,,0,0,13,4,64,GPS,2019-12-12 17:16:21+00:00
Ruksana’s iPhone,2019-12-12 5:22:17 PM,,,2,3,42,13,16,GPS,2019-12-12 17:22:17+00:00
Ruksana’s iPhone,2019-12-12 5:23:57 PM,,,,,29,9,32,GPS,2019-12-12 17:23:57+00:00
Ruksana’s iPhone,2019-12-12 5:25:41 PM,,,0,0,3,1,32,GPS,2019-12-12 17:25:41+00:00
Ruksana’s iPhone,2019-12-12 5:29:09 PM,,,,,-42,-13,65,GPS,2019-12-12 17:29:09+00:00
Ruksana’s iPhone,2019-12-12 5:31:20 PM,,,1,2,16,5,16,GPS,2019-12-12 17:31:20+00:00
Ruksana’s iPhone,2019-12-12 5:33:27 PM,,,2,3,16,5,16,GPS,2019-12-12 17:33:27+00:00
Ruksana’s iPhone,2019-12-12 5:35:33 PM,,,0,0,19,6,6,GPS,2019-12-12 17:35:33+00:00
Ruksana’s iPhone,2019-12-12 5:37:44 PM,,,2,3,19,6,32,GPS,2019-12-12 17:37:44+00:00
Ruksana’s iPhone,2019-12-12 5:39:26 PM,,,0,0,19,6,32,GPS,2019-12-12 17:39:26+00:00
Ruksana’s iPhone,2019-12-12 5:49:22 PM,,,,,-78,-24,48,GPS,2019-12-12 17:49:22+00:00
Ruksana’s iPhone,2019-12-12 5:50:40 PM,,,,,-75,-23,48,GPS,2019-12-12 17:50:40+00:00
Ruksana’s iPhone,2019-12-12 5:52:06 PM,,,0,0,19,6,32,GPS,2019-12-12 17:52:06+00:00
Ruksana’s iPhone,2019-12-12 5:55:07 PM,,,,,22,7,32,GPS,2019-12-12 17:55:07+00:00
Ruksana’s iPhone,2019-12-12 5:55:19 PM,,,1,2,19,6,32,GPS,2019-12-12 17:55:19+00:00
Name,Date,Lat,Lng,Speed(mph),Speed(km/h),Altitude(ft),Altitude(m),Accuracy,Type,Date2
Ruksana’s iPhone,2019-12-13 1:40:10 PM,,,,,16,5,65,GPS,2019-12-13 13:40:10+00:00
Ruksana’s iPhone,2019-12-13 1:42:20 PM,,,1,2,16,5,8,GPS,2019-12-13 13:42:20+00:00
Ruksana’s iPhone,2019-12-13 1:44:45 PM,,,1,2,16,5,32,GPS,2019-12-13 13:44:45+00:00
Ruksana’s iPhone,2019-12-13 1:46:42 PM,,,2,3,16,5,32,GPS,2019-12-13 13:46:42+00:00
Ruksana’s iPhone,2019-12-13 1:48:00 PM,,,,,-78,-24,32,GPS,2019-12-13 13:48:00+00:00
Ruksana’s iPhone,2019-12-13 1:49:59 PM,,,1,2,-413,-126,32,GPS,2019-12-13 13:49:59+00:00
Ruksana’s iPhone,2019-12-13 1:50:04 PM,,,0,0,-426,-130,32,GPS,2019-12-13 13:50:04+00:00
Ruksana’s iPhone,2019-12-13 2:00:06 PM,,,,,16,5,65,GPS,2019-12-13 14:00:06+00:00
Ruksana’s iPhone,2019-12-13 2:00:57 PM,,,1,2,16,5,16,GPS,2019-12-13 14:00:57+00:00
Ruksana’s iPhone,2019-12-13 2:35:19 PM,,,,,16,5,65,GPS,2019-12-13 14:35:19+00:00
Ruksana’s iPhone,2019-12-13 2:37:26 PM,,,1,2,19,6,16,GPS,2019-12-13 14:37:26+00:00
Ruksana’s iPhone,2019-12-13 2:39:15 PM,,,,,13,4,65,GPS,2019-12-13 14:39:15+00:00
Ruksana’s iPhone,2019-12-13 2:40:19 PM,,,,,19,6,65,GPS,2019-12-13 14:40:19+00:00
Ruksana’s iPhone,2019-12-13 2:43:45 PM,,,,,19,6,65,GPS,2019-12-13 14:43:45+00:00
Ruksana’s iPhone,2019-12-13 3:35:30 PM,,,,,16,5,65,GPS,2019-12-13 15:35:30+00:00
Ruksana’s iPhone,2019-12-13 3:37:40 PM,,,1,2,16,5,8,GPS,2019-12-13 15:37:40+00:00
Ruksana’s iPhone,2019-12-13 3:40:57 PM,,,0,0,16,5,8,GPS,2019-12-13 15:40:57+00:00
Ruksana’s iPhone,2019-12-13 3:43:22 PM,,,0,0,16,5,8,GPS,2019-12-13 15:43:22+00:00
Ruksana’s iPhone,2019-12-13 3:51:11 PM,,,,,9,3,65,GPS,2019-12-13 15:51:11+00:00
Ruksana’s iPhone,2019-12-13 3:52:30 PM,,,13,21,16,5,8,GPS,2019-12-13 15:52:30+00:00
Ruksana’s iPhone,2019-12-13 3:53:49 PM,,,21,34,13,4,8,GPS,2019-12-13 15:53:49+00:00
Ruksana’s iPhone,2019-12-13 3:55:12 PM,,,1,2,16,5,12,GPS,2019-12-13 15:55:12+00:00
Ruksana’s iPhone,2019-12-13 3:56:31 PM,,,17,27,13,4,24,GPS,2019-12-13 15:56:31+00:00
Ruksana’s iPhone,2019-12-13 3:58:16 PM,,,2,3,13,4,16,GPS,2019-12-13 15:58:16+00:00
Ruksana’s iPhone,2019-12-13 3:59:34 PM,,,9,14,16,5,16,GPS,2019-12-13 15:59:34+00:00
Ruksana’s iPhone,2019-12-13 4:01:10 PM,,,0,0,22,7,8,GPS,2019-12-13 16:01:10+00:00
Ruksana’s iPhone,2019-12-13 4:02:01 PM,,,5,8,19,6,8,GPS,2019-12-13 16:02:01+00:00
Ruksana’s iPhone,2019-12-13 4:03:17 PM,,,4,6,22,7,8,GPS,2019-12-13 16:03:17+00:00
Ruksana’s iPhone,2019-12-13 4:05:23 PM,,,18,29,19,6,16,GPS,2019-12-13 16:05:23+00:00
Ruksana’s iPhone,2019-12-13 4:06:39 PM,,,1,2,22,7,16,GPS,2019-12-13 16:06:39+00:00
Ruksana’s iPhone,2019-12-13 4:07:58 PM,,,3,5,26,8,32,GPS,2019-12-13 16:07:58+00:00
Ruksana’s iPhone,2019-12-13 4:09:21 PM,,,3,5,29,9,32,GPS,2019-12-13 16:09:21+00:00
Ruksana’s iPhone,2019-12-13 4:10:41 PM,,,4,6,22,7,16,GPS,2019-12-13 16:10:41+00:00
Ruksana’s iPhone,2019-12-13 4:11:58 PM,,,13,21,19,6,16,GPS,2019-12-13 16:11:58+00:00
Ruksana’s iPhone,2019-12-13 4:13:19 PM,,,17,27,29,9,12,GPS,2019-12-13 16:13:19+00:00
Ruksana’s iPhone,2019-12-13 4:14:47 PM,,,3,5,32,10,6,GPS,2019-12-13 16:14:47+00:00
Ruksana’s iPhone,2019-12-13 4:17:17 PM,,,4,6,-9,-3,32,GPS,2019-12-13 16:17:17+00:00
Ruksana’s iPhone,2019-12-13 4:17:35 PM,,,1,2,39,12,32,GPS,2019-12-13 16:17:35+00:00
Ruksana’s iPhone,2019-12-13 4:21:15 PM,,,2,3,29,9,32,GPS,2019-12-13 16:21:15+00:00
Ruksana’s iPhone,2019-12-13 4:25:46 PM,,,,,45,14,65,GPS,2019-12-13 16:25:46+00:00
Ruksana’s iPhone,2019-12-13 6:23:27 PM,,,,,26,8,65,GPS,2019-12-13 18:23:27+00:00
Ruksana’s iPhone,2019-12-13 6:25:42 PM,,,0,0,45,14,16,GPS,2019-12-13 18:25:42+00:00
Ruksana’s iPhone,2019-12-13 6:28:04 PM,,,16,26,45,14,8,GPS,2019-12-13 18:28:04+00:00
Ruksana’s iPhone,2019-12-13 6:29:20 PM,,,4,6,42,13,8,GPS,2019-12-13 18:29:20+00:00
Ruksana’s iPhone,2019-12-13 6:31:00 PM,,,0,0,29,9,32,GPS,2019-12-13 18:31:00+00:00
Ruksana’s iPhone,2019-12-13 6:32:21 PM,,,3,5,26,8,16,GPS,2019-12-13 18:32:21+00:00
Ruksana’s iPhone,2019-12-13 6:33:44 PM,,,17,27,26,8,12,GPS,2019-12-13 18:33:44+00:00
Ruksana’s iPhone,2019-12-13 6:35:03 PM,,,28,45,22,7,16,GPS,2019-12-13 18:35:03+00:00
Ruksana’s iPhone,2019-12-13 6:36:22 PM,,,18,29,9,3,6,GPS,2019-12-13 18:36:22+00:00
Ruksana’s iPhone,2019-12-13 6:37:46 PM,,,6,10,13,4,12,GPS,2019-12-13 18:37:46+00:00
